2.98 567.051 2156.662328
2.99 546.382 2137.368379
3.00 526.275 2118.051188
3.05 434.209 2024.843597
3.10 354.611 1935.718438
3.15 285.853 1850.938570
3.20 226.498 1770.022199
3.25 175.364 1693.245452
3.30 131.360 1619.976205
3.35 93.550  1550.365653
3.40 61.163  1484.173566
3.45 33.475  1421.188708
3.50 9.929   1361.520380
3.51 5.659   1349.954949
3.52 1.537   1338.587980
     #Pressure #Wavenumber
