264.902  24.642   1695.301708  1658.514131 
227.251  101.487  1727.334136  1711.890240 
195.082  166.991  1739.941772  1736.826920 
167.803  221.203  1733.640646  1739.618605 
144.638  265.370  1709.603445  1725.042136  
124.932  301.202  1669.256106  1697.249109  
108.450  329.854  1613.354463  1659.194819  
101.379  341.695  1579.462219  1636.541825  



