540.902 540.631
469.278 469.026
405.059 404.829
347.497 347.282
295.919 295.722
249.725 249.543
208.374 208.205
171.388 171.233
138.334 138.190
108.826 108.692
82.516  82.393
59.091  58.974
38.269  38.161
19.797  19.698
3.448   3.356

