293.198 117.992 1787.264774 1776.496798 -175.206 234.796
257.167 192.159 1810.195392 1807.690736 -65.008  235.497666667
226.653 253.586 1812.996343 1813.850846  26.933  235.630666667
200.762 303.390 1796.593623 1800.288213  102.628 234.971333333
178.623 343.623 1762.561757 1771.735281  165     233.623
159.855 375.910 1712.240511 1731.775934  216.055 231.873333333
144.375 401.004 1645.280940 1681.755586  256.629 229.918
137.671 411.301 1605.280931 1652.443799  273.63  228.881


